Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,Field 79,Value 79,Units 79,Field 80,Value 80,Units 80,Field 81,Value 81,Units 81,Field 82,Value 82,Units 82,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3917908387",,time_created,"1017241593",,manufacturer,"1",,garmin_product,"2050",,type,"4",,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243113",s,position_lat,"598341116",semicircles,position_long,"-59858167",semicircles,distance,"11109.94",m,altitude,"266.0",m,speed,"0.0",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.0",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243114",s,position_lat,"598340875",semicircles,position_long,"-59858143",semicircles,distance,"11110.4",m,altitude,"266.0",m,speed,"0.0",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.0",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243115",s,position_lat,"598340636",semicircles,position_long,"-59858129",semicircles,distance,"11112.62",m,altitude,"266.0",m,speed,"2.127",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"2.127",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243116",s,position_lat,"598340345",semicircles,position_long,"-59858161",semicircles,distance,"11115.33",m,altitude,"266.0",m,speed,"2.211",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"2.211",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243117",s,position_lat,"598340089",semicircles,position_long,"-59858149",semicircles,distance,"11117.7",m,altitude,"266.20000000000005",m,speed,"2.071",m/s,temperature,"23",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"2.071",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243118",s,position_lat,"598339843",semicircles,position_long,"-59858155",semicircles,distance,"11119.98",m,altitude,"266.20000000000005",m,speed,"1.95",m/s,temperature,"23",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.95",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243119",s,position_lat,"598339621",semicircles,position_long,"-59858120",semicircles,distance,"11122.05",m,altitude,"266.0",m,speed,"1.773",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.773",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243120",s,position_lat,"598339392",semicircles,position_long,"-59858059",semicircles,distance,"11124.22",m,altitude,"266.0",m,speed,"2.09",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"2.09",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243121",s,position_lat,"598339164",semicircles,position_long,"-59857995",semicircles,distance,"11126.38",m,altitude,"266.0",m,speed,"1.978",m/s,temperature,"23",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.978",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243122",s,position_lat,"598338980",semicircles,position_long,"-59857942",semicircles,distance,"11128.11",m,altitude,"266.0",m,speed,"1.512",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.512",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243123",s,position_lat,"598338832",semicircles,position_long,"-59857911",semicircles,distance,"11129.46",m,altitude,"266.0",m,speed,"1.512",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.512",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243124",s,position_lat,"598338650",semicircles,position_long,"-59857893",semicircles,distance,"11131.15",m,altitude,"266.0",m,speed,"1.791",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.791",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243125",s,position_lat,"598338435",semicircles,position_long,"-59857879",semicircles,distance,"11133.14",m,altitude,"266.0",m,speed,"2.025",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"2.025",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243126",s,position_lat,"598338244",semicircles,position_long,"-59857886",semicircles,distance,"11134.92",m,altitude,"266.0",m,speed,"1.68",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.68",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243127",s,position_lat,"598338084",semicircles,position_long,"-59857846",semicircles,distance,"11136.43",m,altitude,"266.0",m,speed,"1.764",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.764",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243128",s,position_lat,"598337913",semicircles,position_long,"-59857810",semicircles,distance,"11138.04",m,altitude,"266.20000000000005",m,speed,"1.959",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.959",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243129",s,position_lat,"598337755",semicircles,position_long,"-59857763",semicircles,distance,"11139.54",m,altitude,"266.20000000000005",m,speed,"1.875",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.875",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243130",s,position_lat,"598337541",semicircles,position_long,"-59857745",semicircles,distance,"11141.53",m,altitude,"266.20000000000005",m,speed,"1.978",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.978",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243131",s,position_lat,"598337312",semicircles,position_long,"-59857783",semicircles,distance,"11143.67",m,altitude,"266.4",m,speed,"1.969",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.969",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243132",s,position_lat,"598337064",semicircles,position_long,"-59857867",semicircles,distance,"11146.04",m,altitude,"266.4",m,speed,"1.95",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.95",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243133",s,position_lat,"598336888",semicircles,position_long,"-59858001",semicircles,distance,"11147.78",m,altitude,"266.20000000000005",m,speed,"1.428",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.428",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243134",s,position_lat,"598336796",semicircles,position_long,"-59858237",semicircles,distance,"11149.39",m,altitude,"266.0",m,speed,"1.652",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.652",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243135",s,position_lat,"598336746",semicircles,position_long,"-59858552",semicircles,distance,"11151.33",m,altitude,"265.6",m,speed,"1.885",m/s,temperature,"22",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.885",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243136",s,position_lat,"598336742",semicircles,position_long,"-59858838",semicircles,distance,"11153.04",m,altitude,"265.4",m,speed,"1.857",m/s,temperature,"22",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.857",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243137",s,position_lat,"598336764",semicircles,position_long,"-59859058",semicircles,distance,"11154.33",m,altitude,"265.4",m,speed,"1.334",m/s,temperature,"22",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.334",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243138",s,position_lat,"598336794",semicircles,position_long,"-59859210",semicircles,distance,"11155.26",m,altitude,"265.4",m,speed,"1.017",m/s,temperature,"22",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.017",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243139",s,position_lat,"598336864",semicircles,position_long,"-59859366",semicircles,distance,"11156.39",m,altitude,"265.6",m,speed,"1.008",m/s,temperature,"22",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.008",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243140",s,position_lat,"598336990",semicircles,position_long,"-59859478",semicircles,distance,"11157.75",m,altitude,"265.6",m,speed,"1.036",m/s,temperature,"22",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.036",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243141",s,position_lat,"598337129",semicircles,position_long,"-59859538",semicircles,distance,"11159.09",m,altitude,"266.0",m,speed,"1.428",m/s,temperature,"22",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.428",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243142",s,position_lat,"598337323",semicircles,position_long,"-59859652",semicircles,distance,"11161.02",m,altitude,"266.20000000000005",m,speed,"1.931",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.931",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243143",s,position_lat,"598337538",semicircles,position_long,"-59859741",semicircles,distance,"11163.1",m,altitude,"266.20000000000005",m,speed,"1.95",m/s,temperature,"22",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"1.95",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243144",s,position_lat,"598337783",semicircles,position_long,"-59859806",semicircles,distance,"11165.4",m,altitude,"266.4",m,speed,"1.95",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.95",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243145",s,position_lat,"598338012",semicircles,position_long,"-59859908",semicircles,distance,"11167.61",m,altitude,"266.4",m,speed,"1.922",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.922",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243146",s,position_lat,"598338241",semicircles,position_long,"-59860046",semicircles,distance,"11169.9",m,altitude,"266.4",m,speed,"1.959",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.959",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243147",s,position_lat,"598338451",semicircles,position_long,"-59860166",semicircles,distance,"11171.98",m,altitude,"266.4",m,speed,"2.165",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"2.165",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017243148",s,position_lat,"598338657",semicircles,position_long,"-59860317",semicircles,distance,"11174.11",m,altitude,"266.4",m,speed,"1.782",m/s,temperature,"22",C,enhanced_altitude,"266.4",m,enhanced_speed,"1.782",m/s,CurrentAltitude,"2.4082642",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
